,X,Y,GDD_2P67,inside_pol,Target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
4076,630941.0,5936886.68453892,-1.2,0.0,0,12,14,16,17,17,16,14,12,11,10,8,8,9,10,11,11,10,10,9,9,8,7,9,12,16,19,20,18,14,10,9,11,14,15,14,10,6,2,1,0,0,-1,-2,-5,-8,-11,-14,-18,-21,-25,-28,-31,-33,-35,-35,-35,-34,-31,-28,-26,-24,-24,-26,-27,-27,-25,-21,-16,-12,-7,-3,1,3,3,2,0,0,1,3,5,5,4,3,1,-1,-2,-1,0,1,1,0,0,0,0,1,2,4,7,9,12
4077,633441.0,5936886.68453892,-4.69,0.0,0,-28,-31,-33,-35,-35,-35,-34,-31,-28,-26,-24,-24,-26,-27,-27,-25,-21,-16,-12,-7,-3,1,3,3,2,0,0,1,3,5,5,4,3,1,-1,-2,-1,0,1,1,0,0,0,0,1,2,4,7,9,12,14,14,12,10,9,8,8,8,8,8,8,8,7,4,1,-3,-7,-10,-10,-9,-6,-4,-3,-2,-3,-4,-5,-5,-5,-4,-3,-4,-6,-7,-8,-7,-4,0,2,3,1,-1,-3,-3,-3,-3,-3,-2,-1,0
4078,635941.0,5936886.68453892,-3.34,0.0,0,14,14,12,10,9,8,8,8,8,8,8,8,7,4,1,-3,-7,-10,-10,-9,-6,-4,-3,-2,-3,-4,-5,-5,-5,-4,-3,-4,-6,-7,-8,-7,-4,0,2,3,1,-1,-3,-3,-3,-3,-3,-2,-1,0,1,0,-2,-5,-7,-8,-7,-6,-6,-6,-5,-5,-6,-8,-10,-12,-12,-11,-9,-7,-7,-7,-7,-8,-8,-9,-9,-9,-8,-8,-8,-7,-5,-4,-3,-3,-4,-5,-6,-6,-6,-5,-4,-3,-4,-7,-9,-11,-10,-8
4079,637628.0,5936889.6845389195,-6.35,0.0,0,1,0,-2,-5,-7,-8,-7,-6,-6,-6,-5,-5,-6,-8,-10,-12,-12,-11,-9,-7,-7,-7,-7,-8,-8,-9,-9,-9,-8,-8,-8,-7,-5,-4,-3,-3,-4,-5,-6,-6,-6,-5,-4,-3,-4,-7,-9,-11,-10,-8,-5,-4,-3,-2,0,2,3,2,0,-2,-4,-5,-6,-7,-8,-9,-9,-10,-10,-10,-11,-11,-11,-11,-10,-9,-8,-7,-8,-9,-10,-11,-10,-10,-10,-11,-12,-12,-11,-9,-8,-9,-11,-13,3,3,3,4,5,5
4080,633353.0,5936914.684538921,1.98,0.0,0,-5,-4,-3,-2,0,2,3,2,0,-2,-4,-5,-6,-7,-8,-9,-9,-10,-10,-10,-11,-11,-11,-11,-10,-9,-8,-7,-8,-9,-10,-11,-10,-10,-10,-11,-12,-12,-11,-9,-8,-9,-11,-13,3,3,3,4,5,5,5,5,6,7,9,11,12,11,10,8,7,7,8,7,6,5,4,4,5,7,9,11,13,15,16,16,15,13,11,10,9,8,8,9,10,11,11,10,9,9,9,9,9,11,14,18,20,19,16,12
4081,629891.0,5936936.68453892,0.16,0.0,0,5,5,6,7,9,11,12,11,10,8,7,7,8,7,6,5,4,4,5,7,9,11,13,15,16,16,15,13,11,10,9,8,8,9,10,11,11,10,9,9,9,9,9,11,14,18,20,19,16,12,9,10,13,16,18,16,12,8,5,3,3,4,3,2,0,-3,-6,-9,-12,-16,-21,-25,-28,-31,-34,-36,-36,-36,-34,-31,-29,-27,-27,-28,-28,-28,-26,-22,-18,-13,-9,-5,-1,1,1,1,0,0,2,4
4082,632391.0,5936936.68453892,-3.96,0.0,0,9,10,13,16,18,16,12,8,5,3,3,4,3,2,0,-3,-6,-9,-12,-16,-21,-25,-28,-31,-34,-36,-36,-36,-34,-31,-29,-27,-27,-28,-28,-28,-26,-22,-18,-13,-9,-5,-1,1,1,1,0,0,2,4,5,6,5,3,0,-1,-1,-1,0,1,1,1,1,1,1,1,2,4,6,9,12,13,12,10,8,7,7,7,7,7,7,7,7,6,4,1,-3,-7,-9,-10,-8,-5,-3,-2,-2,-3,-4,-6,-6,-6
4083,634891.0,5936936.68453892,-1.64,0.0,0,5,6,5,3,0,-1,-1,-1,0,1,1,1,1,1,1,1,2,4,6,9,12,13,12,10,8,7,7,7,7,7,7,7,7,6,4,1,-3,-7,-9,-10,-8,-5,-3,-2,-2,-3,-4,-6,-6,-6,-5,-5,-6,-7,-9,-10,-8,-5,-1,2,3,2,0,-1,-2,-2,-2,-2,-2,-1,0,1,1,-1,-4,-6,-7,-6,-5,-4,-4,-4,-5,-6,-8,-11,-13,-13,-12,-10,-8,-8,-8,-8,-8,-8,-8,-8,-7,-7
4084,637391.0,5936936.68453892,-5.41,0.0,0,-5,-5,-6,-7,-9,-10,-8,-5,-1,2,3,2,0,-1,-2,-2,-2,-2,-2,-1,0,1,1,-1,-4,-6,-7,-6,-5,-4,-4,-4,-5,-6,-8,-11,-13,-13,-12,-10,-8,-8,-8,-8,-8,-8,-8,-8,-7,-7,-6,-6,-6,-5,-4,-4,-4,-5,-5,-6,-6,-5,-4,-2,-2,-2,-5,-7,-8,-7,-6,-4,-4,-4,-4,-2,-1,0,0,-1,-3,-4,-6,-7,-8,-9,-10,-10,-10,-10,-10,-10,-10,-10,-10,-9,-7,-6,-5,-6
4085,635031.0,5936954.6845389195,-1.44,0.0,0,-6,-6,-6,-5,-4,-4,-4,-5,-5,-6,-6,-5,-4,-2,-2,-2,-5,-7,-8,-7,-6,-4,-4,-4,-4,-2,-1,0,0,-1,-3,-4,-6,-7,-8,-9,-10,-10,-10,-10,-10,-10,-10,-10,-10,-9,-7,-6,-5,-6,-7,-9,-10,-10,-10,-10,-11,-13,-13,-11,-9,-8,-8,-10,5,5,4,4,3,3,4,5,7,8,9,10,10,9,9,8,7,8,8,8,7,6,5,5,6,6,7,8,11,13,14,14,13,11,10,10
4086,630781.0,5936979.684538921,2.0,0.0,0,-7,-9,-10,-10,-10,-10,-11,-13,-13,-11,-9,-8,-8,-10,5,5,4,4,3,3,4,5,7,8,9,10,10,9,9,8,7,8,8,8,7,6,5,5,6,6,7,8,11,13,14,14,13,11,10,10,9,8,9,10,11,12,11,10,10,10,10,10,11,12,15,17,18,17,14,12,11,12,14,16,17,15,12,9,7,5,5,5,5,5,3,1,-2,-5,-8,-12,-16,-21,-24,-28,-31,-34,-36,-36,-34,-32
4087,631391.0,5936986.684538921,-0.83,0.0,0,9,8,9,10,11,12,11,10,10,10,10,10,11,12,15,17,18,17,14,12,11,12,14,16,17,15,12,9,7,5,5,5,5,5,3,1,-2,-5,-8,-12,-16,-21,-24,-28,-31,-34,-36,-36,-34,-32,-30,-29,-29,-29,-29,-28,-26,-23,-19,-15,-11,-6,-2,1,1,1,0,0,2,4,5,6,5,2,0,-1,-1,0,1,1,2,3,3,3,2,1,1,2,5,8,11,12,11,9,7,5,5,5,6,6
4088,633891.0,5936986.684538921,-2.79,0.0,0,-30,-29,-29,-29,-29,-28,-26,-23,-19,-15,-11,-6,-2,1,1,1,0,0,2,4,5,6,5,2,0,-1,-1,0,1,1,2,3,3,3,2,1,1,2,5,8,11,12,11,9,7,5,5,5,6,6,6,6,6,5,3,1,-2,-5,-7,-8,-6,-4,-2,-2,-2,-3,-5,-5,-6,-6,-7,-7,-8,-10,-11,-12,-10,-7,-3,0,2,3,2,1,0,-1,-2,-3,-3,-2,0,1,1,-1,-4,-5,-6,-4,-3,-2
4089,636391.0,5936986.684538921,-4.12,0.0,0,6,6,6,5,3,1,-2,-5,-7,-8,-6,-4,-2,-2,-2,-3,-5,-5,-6,-6,-7,-7,-8,-10,-11,-12,-10,-7,-3,0,2,3,2,1,0,-1,-2,-3,-3,-2,0,1,1,-1,-4,-5,-6,-4,-3,-2,-2,-3,-4,-6,-9,-12,-13,-13,-12,-10,-10,-9,-9,-8,-7,-7,-6,-5,-4,-3,-3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-2,-1,-1,-2,-3,-4,-4,-4,-4,-5,-6,-6,-5,-4,-4,-4,-4
4090,636731.0,5936994.684538921,-4.62,0.0,0,-2,-3,-4,-6,-9,-12,-13,-13,-12,-10,-10,-9,-9,-8,-7,-7,-6,-5,-4,-3,-3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-2,-1,-1,-2,-3,-4,-4,-4,-4,-5,-6,-6,-5,-4,-4,-4,-4,-5,-5,-6,-7,-9,-11,-11,-11,-11,-10,-10,-10,-10,-10,-9,-8,-7,-5,-4,-4,-5,-7,-9,-9,-9,-9,-10,-11,-12,-11,-10,-9,-8,-9,8,8,6,5,3,2,3,5,7,9,9,9,8,8,7,7
4091,632481.0,5937019.6845389195,3.38,0.0,0,-5,-5,-6,-7,-9,-11,-11,-11,-11,-10,-10,-10,-10,-10,-9,-8,-7,-5,-4,-4,-5,-7,-9,-9,-9,-9,-10,-11,-12,-11,-10,-9,-8,-9,8,8,6,5,3,2,3,5,7,9,9,9,8,8,7,7,7,8,9,9,8,8,8,8,7,6,5,6,9,11,12,11,10,9,9,9,9,10,10,11,12,12,11,10,10,10,11,12,12,12,13,14,14,13,13,13,14,15,16,15,14,13,12,10,8,7
4092,630391.0,5937036.68453892,0.28,0.0,0,7,8,9,9,8,8,8,8,7,6,5,6,9,11,12,11,10,9,9,9,9,10,10,11,12,12,11,10,10,10,11,12,12,12,13,14,14,13,13,13,14,15,16,15,14,13,12,10,8,7,6,5,6,6,4,3,1,-1,-4,-8,-12,-15,-19,-22,-27,-31,-33,-34,-33,-32,-31,-30,-30,-30,-29,-28,-26,-24,-21,-17,-12,-6,-2,2,3,2,1,1,2,3,5,5,4,2,0,-2,-1,0,1,1
4093,632891.0,5937036.68453892,-5.3,0.0,0,6,5,6,6,4,3,1,-1,-4,-8,-12,-15,-19,-22,-27,-31,-33,-34,-33,-32,-31,-30,-30,-30,-29,-28,-26,-24,-21,-17,-12,-6,-2,2,3,2,1,1,2,3,5,5,4,2,0,-2,-1,0,1,1,2,4,5,5,3,0,-1,1,4,7,10,11,10,8,6,4,4,4,5,6,6,6,5,4,2,0,-2,-4,-6,-6,-5,-4,-2,-2,-3,-4,-5,-5,-6,-6,-8,-9,-11,-12,-13,-13,-12,-9,-5,-2
4094,635391.0,5937036.68453892,-2.19,0.0,0,2,4,5,5,3,0,-1,1,4,7,10,11,10,8,6,4,4,4,5,6,6,6,5,4,2,0,-2,-4,-6,-6,-5,-4,-2,-2,-3,-4,-5,-5,-6,-6,-8,-9,-11,-12,-13,-13,-12,-9,-5,-2,1,2,3,3,2,0,-3,-4,-4,-2,0,1,1,-1,-4,-5,-5,-4,-2,-1,-1,-2,-4,-6,-9,-11,-13,-13,-11,-10,-10,-9,-9,-8,-6,-5,-3,-2,-1,1,1,0,-2,-4,-6,-6,-5,-4,-3,-3
4095,637891.0,5937036.68453892,-5.09,0.0,0,1,2,3,3,2,0,-3,-4,-4,-2,0,1,1,-1,-4,-5,-5,-4,-2,-1,-1,-2,-4,-6,-9,-11,-13,-13,-11,-10,-10,-9,-9,-8,-6,-5,-3,-2,-1,1,1,0,-2,-4,-6,-6,-5,-4,-3,-3,-4,-4,-3,-2,-1,-1,0,0,0,-1,-3,-5,-7,-8,-8,-8,-8,-8,-8,-7,-6,-6,-6,-8,-10,-12,-13,-13,-12,-10,-9,-9,-10,-10,-9,-8,-6,-4,-2,-2,-3,-5,-7,-8,-8,-7,-7,-8,-9,-10
4096,634069.5,5937060.184538921,0.48,0.0,0,-4,-4,-3,-2,-1,-1,0,0,0,-1,-3,-5,-7,-8,-8,-8,-8,-8,-8,-7,-6,-6,-6,-8,-10,-12,-13,-13,-12,-10,-9,-9,-10,-10,-9,-8,-6,-4,-2,-2,-3,-5,-7,-8,-8,-7,-7,-8,-9,-10,-9,-9,-8,10,10,9,6,4,3,3,5,7,8,8,8,7,6,6,7,8,9,9,10,10,11,11,10,8,6,4,5,7,9,10,9,8,8,8,10,10,11,11,12,12,12,11,10,10,10,11
4097,629844.5,5937085.1845389195,1.42,0.0,0,-9,-9,-8,10,10,9,6,4,3,3,5,7,8,8,8,7,6,6,7,8,9,9,10,10,11,11,10,8,6,4,5,7,9,10,9,8,8,8,10,10,11,11,12,12,12,11,10,10,10,11,12,12,12,11,11,10,11,12,14,16,17,16,14,12,11,11,11,9,8,6,6,6,5,5,3,2,0,-2,-4,-7,-10,-12,-16,-20,-25,-29,-31,-31,-30,-29,-30,-30,-30,-29,-27,-26,-24,-21,-17,-12
4098,631941.0,5937086.68453892,-1.21,0.0,0,12,12,12,11,11,10,11,12,14,16,17,16,14,12,11,11,11,9,8,6,6,6,5,5,3,2,0,-2,-4,-7,-10,-12,-16,-20,-25,-29,-31,-31,-30,-29,-30,-30,-30,-29,-27,-26,-24,-21,-17,-12,-6,-1,3,4,3,2,1,2,3,4,4,3,1,-1,-2,-1,0,1,1,2,4,6,6,3,-1,-2,-1,2,6,8,9,9,7,5,3,3,4,5,6,6,6,6,4,2,0,-2,-4,-5,-5,-5
4099,634441.0,5937086.68453892,-1.5,0.0,0,-6,-1,3,4,3,2,1,2,3,4,4,3,1,-1,-2,-1,0,1,1,2,4,6,6,3,-1,-2,-1,2,6,8,9,9,7,5,3,3,4,5,6,6,6,6,4,2,0,-2,-4,-5,-5,-5,-4,-3,-3,-4,-5,-5,-5,-5,-6,-8,-11,-13,-14,-15,-14,-13,-11,-7,-4,-1,1,3,3,3,0,-3,-5,-5,-2,0,2,1,-1,-3,-5,-5,-4,-2,-1,-1,-3,-4,-6,-9,-11,-12,-11,-10,-9,-8
4100,636941.0,5937086.68453892,-5.18,0.0,0,-4,-3,-3,-4,-5,-5,-5,-5,-6,-8,-11,-13,-14,-15,-14,-13,-11,-7,-4,-1,1,3,3,3,0,-3,-5,-5,-2,0,2,1,-1,-3,-5,-5,-4,-2,-1,-1,-3,-4,-6,-9,-11,-12,-11,-10,-9,-8,-8,-8,-6,-4,-2,0,1,3,4,4,3,0,-3,-5,-6,-4,-3,-2,-2,-2,-3,-2,-2,-1,-1,0,0,1,0,-3,-7,-10,-11,-11,-11,-11,-12,-12,-10,-8,-7,-6,-8,-10,-13,-15,-15,-13,-10,-9
4101,635555.0,5937101.1845389195,-1.5,0.0,0,-8,-8,-6,-4,-2,0,1,3,4,4,3,0,-3,-5,-6,-4,-3,-2,-2,-2,-3,-2,-2,-1,-1,0,0,1,0,-3,-7,-10,-11,-11,-11,-11,-12,-12,-10,-8,-7,-6,-8,-10,-13,-15,-15,-13,-10,-9,-9,-9,-9,-9,-7,-5,-3,-1,0,-1,-4,-6,-6,-6,-5,-5,-5,-7,-8,-8,-8,11,11,10,8,5,3,3,5,6,8,8,7,6,6,7,7,8,9,9,11,12,13,13,12,10,7,5,5,6
4102,631355.0,5937126.1845389195,5.13,0.0,0,-9,-9,-9,-9,-7,-5,-3,-1,0,-1,-4,-6,-6,-6,-5,-5,-5,-7,-8,-8,-8,11,11,10,8,5,3,3,5,6,8,8,7,6,6,7,7,8,9,9,11,12,13,13,12,10,7,5,5,6,7,7,7,6,7,9,11,12,12,12,12,12,11,10,9,9,9,10,11,11,11,10,9,9,9,11,14,16,16,15,12,10,10,10,10,9,8,7,6,6,5,4,3,2,1,0,-2,-3,-4,-5
4103,631041.0,5937136.6845389195,0.56,0.0,0,7,7,7,6,7,9,11,12,12,12,12,12,11,10,9,9,9,10,11,11,11,10,9,9,9,11,14,16,16,15,12,10,10,10,10,9,8,7,6,6,5,4,3,2,1,0,-2,-3,-4,-5,-8,-13,-19,-24,-27,-27,-27,-28,-28,-29,-28,-27,-26,-25,-24,-21,-17,-12,-6,0,4,5,5,3,2,2,3,4,4,2,0,-2,-2,-1,0,1,1,2,4,6,5,2,-1,-3,-2,1,4,6,7,7
4104,633541.0,5937136.6845389195,-4.82,0.0,0,-8,-13,-19,-24,-27,-27,-27,-28,-28,-29,-28,-27,-26,-25,-24,-21,-17,-12,-6,0,4,5,5,3,2,2,3,4,4,2,0,-2,-2,-1,0,1,1,2,4,6,5,2,-1,-3,-2,1,4,6,7,7,6,5,3,3,4,5,6,7,7,7,5,2,-1,-3,-5,-6,-6,-6,-5,-5,-5,-5,-5,-5,-4,-4,-6,-8,-11,-13,-14,-15,-15,-14,-12,-9,-6,-3,-1,1,2,2,0,-3,-4,-4,-1,1,2,1
4105,636041.0,5937136.6845389195,-2.69,0.0,0,6,5,3,3,4,5,6,7,7,7,5,2,-1,-3,-5,-6,-6,-6,-5,-5,-5,-5,-5,-5,-4,-4,-6,-8,-11,-13,-14,-15,-15,-14,-12,-9,-6,-3,-1,1,2,2,0,-3,-4,-4,-1,1,2,1,0,-2,-4,-4,-4,-3,-3,-3,-4,-5,-7,-9,-10,-10,-9,-8,-7,-6,-6,-6,-4,-2,0,3,4,5,6,6,5,2,-1,-3,-4,-3,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-5,-9,-12
4106,636939.0,5937142.6845389195,-3.46,0.0,0,0,-2,-4,-4,-4,-3,-3,-3,-4,-5,-7,-9,-10,-10,-9,-8,-7,-6,-6,-6,-4,-2,0,3,4,5,6,6,5,2,-1,-3,-4,-3,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-5,-9,-12,-13,-13,-13,-13,-14,-13,-11,-9,-7,-6,-8,-10,-13,-15,-15,-13,-11,-9,-9,-9,-9,-8,-6,-4,-2,-1,0,-1,-2,-4,-5,-4,-3,-3,-3,-5,-6,-7,11,12,11,9,6,3,2,3,5,7,8,8
4107,632764.0,5937167.6845389195,2.68,0.0,0,-13,-13,-13,-13,-14,-13,-11,-9,-7,-6,-8,-10,-13,-15,-15,-13,-11,-9,-9,-9,-9,-8,-6,-4,-2,-1,0,-1,-2,-4,-5,-4,-3,-3,-3,-5,-6,-7,11,12,11,9,6,3,2,3,5,7,8,8,7,7,7,7,7,8,9,10,12,14,15,14,11,8,6,5,5,5,5,5,6,8,11,13,14,14,13,12,12,11,10,8,8,7,8,9,10,10,10,9,9,9,10,12,13,14,13,11,10,9
4108,630191.0,5937186.68453892,2.29,0.0,0,7,7,7,7,7,8,9,10,12,14,15,14,11,8,6,5,5,5,5,5,6,8,11,13,14,14,13,12,12,11,10,8,8,7,8,9,10,10,10,9,9,9,10,12,13,14,13,11,10,9,9,9,9,9,8,8,7,5,3,2,1,1,0,0,1,2,2,-1,-5,-11,-17,-22,-24,-25,-25,-26,-26,-25,-24,-23,-23,-22,-20,-16,-11,-6,0,4,5,5,3,2,3,4,4,2,0,-2,-3,-2
4109,632691.0,5937186.68453892,-3.13,0.0,0,9,9,9,9,8,8,7,5,3,2,1,1,0,0,1,2,2,-1,-5,-11,-17,-22,-24,-25,-25,-26,-26,-25,-24,-23,-23,-22,-20,-16,-11,-6,0,4,5,5,3,2,3,4,4,2,0,-2,-3,-2,-1,1,1,0,1,3,4,4,1,-2,-3,-2,0,2,4,5,5,6,5,4,4,4,4,5,7,8,8,7,3,-1,-5,-8,-8,-7,-6,-6,-6,-6,-6,-5,-4,-3,-3,-5,-7,-10,-12,-14,-14,-14
4110,635191.0,5937186.68453892,-1.82,0.0,0,-1,1,1,0,1,3,4,4,1,-2,-3,-2,0,2,4,5,5,6,5,4,4,4,4,5,7,8,8,7,3,-1,-5,-8,-8,-7,-6,-6,-6,-6,-6,-5,-4,-3,-3,-5,-7,-10,-12,-14,-14,-14,-13,-12,-10,-7,-5,-3,-1,0,0,-1,-2,-3,-2,0,1,2,2,1,-1,-2,-4,-4,-5,-5,-5,-6,-7,-7,-8,-9,-9,-8,-6,-5,-5,-4,-4,-3,-1,2,5,6,7,7,6,5,3,1,0,-1
4111,637691.0,5937186.68453892,-4.32,0.0,0,-13,-12,-10,-7,-5,-3,-1,0,0,-1,-2,-3,-2,0,1,2,2,1,-1,-2,-4,-4,-5,-5,-5,-6,-7,-7,-8,-9,-9,-8,-6,-5,-5,-4,-4,-3,-1,2,5,6,7,7,6,5,3,1,0,-1,0,0,1,1,0,0,-1,-1,-1,-2,-2,-3,-5,-7,-9,-11,-12,-12,-12,-13,-14,-14,-13,-10,-8,-6,-6,-8,-10,-13,-14,-14,-12,-11,-10,-10,-10,-8,-6,-4,-3,-2,-1,0,-1,-2,-3,-4,-3,-3
4112,634183.5,5937209.1845389195,0.48,0.0,0,0,0,1,1,0,0,-1,-1,-1,-2,-2,-3,-5,-7,-9,-11,-12,-12,-12,-13,-14,-14,-13,-10,-8,-6,-6,-8,-10,-13,-14,-14,-12,-11,-10,-10,-10,-8,-6,-4,-3,-2,-1,0,-1,-2,-3,-4,-3,-3,-3,-4,-5,-6,-6,10,11,10,8,5,2,1,2,4,6,8,8,8,8,8,7,6,6,7,9,12,14,15,15,12,10,7,5,4,4,4,4,6,9,12,15,16,15,14,12,11,10,9,8,7
4113,630008.5,5937234.1845389195,3.55,0.0,0,-3,-4,-5,-6,-6,10,11,10,8,5,2,1,2,4,6,8,8,8,8,8,7,6,6,7,9,12,14,15,15,12,10,7,5,4,4,4,4,6,9,12,15,16,15,14,12,11,10,9,8,7,6,7,7,8,9,10,10,9,9,9,9,10,11,11,11,10,9,8,7,8,9,9,9,7,4,2,1,0,0,1,2,4,7,8,6,2,-5,-12,-17,-20,-22,-22,-22,-21,-20,-19,-19,-19,-19,-17
4114,631841.0,5937236.68453892,0.23,0.0,0,6,7,7,8,9,10,10,9,9,9,9,10,11,11,11,10,9,8,7,8,9,9,9,7,4,2,1,0,0,1,2,4,7,8,6,2,-5,-12,-17,-20,-22,-22,-22,-21,-20,-19,-19,-19,-19,-17,-14,-10,-5,0,3,4,3,2,2,2,3,3,1,-2,-4,-4,-2,0,1,0,-1,-1,1,2,2,0,-1,-2,-1,0,1,1,2,4,5,6,6,4,3,3,4,6,9,10,8,4,-2,-8,-10,-10
4115,634341.0,5937236.68453892,-2.33,0.0,0,-14,-10,-5,0,3,4,3,2,2,2,3,3,1,-2,-4,-4,-2,0,1,0,-1,-1,1,2,2,0,-1,-2,-1,0,1,1,2,4,5,6,6,4,3,3,4,6,9,10,8,4,-2,-8,-10,-10,-8,-7,-6,-7,-7,-6,-4,-3,-2,-2,-4,-7,-9,-11,-12,-13,-12,-11,-10,-9,-7,-6,-4,-3,-3,-2,-2,-1,-1,-1,0,0,1,2,2,1,-1,-3,-5,-6,-7,-8,-8,-8,-8,-8,-8,-7,-6,-4
4116,636841.0,5937236.68453892,-4.4,0.0,0,-8,-7,-6,-7,-7,-6,-4,-3,-2,-2,-4,-7,-9,-11,-12,-13,-12,-11,-10,-9,-7,-6,-4,-3,-3,-2,-2,-1,-1,-1,0,0,1,2,2,1,-1,-3,-5,-6,-7,-8,-8,-8,-8,-8,-8,-7,-6,-4,-3,-3,-3,-4,-3,-1,2,5,6,7,6,5,4,4,3,2,2,2,1,1,1,1,1,0,-1,-1,-2,-3,-5,-8,-10,-11,-11,-11,-10,-10,-11,-12,-12,-10,-8,-5,-4,-5,-8,-10,-12,-12,-12,-11
4117,635484.0,5937251.1845389195,-0.8,0.0,0,-3,-3,-3,-4,-3,-1,2,5,6,7,6,5,4,4,3,2,2,2,1,1,1,1,1,0,-1,-1,-2,-3,-5,-8,-10,-11,-11,-11,-10,-10,-11,-12,-12,-10,-8,-5,-4,-5,-8,-10,-12,-12,-12,-11,-11,-12,-12,-11,-8,-5,-3,-2,-2,-2,-2,-2,-3,-3,-4,-4,-4,-5,-6,-8,-8,9,9,9,7,4,2,1,1,3,6,7,8,9,9,8,7,5,5,5,8,11,13,15,14,13,10,8,6,4
4118,631334.0,5937276.1845389195,4.97,0.0,0,-11,-12,-12,-11,-8,-5,-3,-2,-2,-2,-2,-2,-3,-3,-4,-4,-4,-5,-6,-8,-8,9,9,9,7,4,2,1,1,3,6,7,8,9,9,8,7,5,5,5,8,11,13,15,14,13,10,8,6,4,4,3,4,6,10,13,16,17,16,14,12,10,9,8,7,7,6,6,7,8,9,9,10,9,9,8,7,8,9,10,11,10,9,7,6,7,8,10,9,7,4,2,0,0,0,1,4,8,11,13
4119,631041.0,5937286.68453892,1.91,0.0,0,4,3,4,6,10,13,16,17,16,14,12,10,9,8,7,7,6,6,7,8,9,9,10,9,9,8,7,8,9,10,11,10,9,7,6,7,8,10,9,7,4,2,0,0,0,1,4,8,11,13,12,7,1,-6,-12,-16,-18,-18,-17,-15,-14,-13,-14,-14,-14,-13,-11,-8,-4,-1,1,2,1,0,0,1,2,1,-1,-4,-6,-5,-3,-1,0,-1,-2,-2,-1,-1,-1,-1,-2,-1,0,1,0,0,1,3
4120,633541.0,5937286.68453892,-3.45,0.0,0,12,7,1,-6,-12,-16,-18,-18,-17,-15,-14,-13,-14,-14,-14,-13,-11,-8,-4,-1,1,2,1,0,0,1,2,1,-1,-4,-6,-5,-3,-1,0,-1,-2,-2,-1,-1,-1,-1,-2,-1,0,1,0,0,1,3,6,7,6,5,3,1,2,5,8,10,8,3,-3,-9,-12,-11,-9,-6,-6,-7,-7,-6,-3,-1,0,-1,-3,-6,-8,-10,-11,-10,-9,-8,-8,-8,-7,-6,-5,-5,-6,-5,-3,-2,0,0,-1,-1,0,1
4121,636041.0,5937286.68453892,-2.55,0.0,0,6,7,6,5,3,1,2,5,8,10,8,3,-3,-9,-12,-11,-9,-6,-6,-7,-7,-6,-3,-1,0,-1,-3,-6,-8,-10,-11,-10,-9,-8,-8,-8,-7,-6,-5,-5,-6,-5,-3,-2,0,0,-1,-1,0,1,2,1,-1,-3,-6,-8,-9,-9,-9,-9,-8,-7,-6,-6,-4,-3,-2,-2,-3,-4,-4,-2,1,4,5,5,5,4,4,4,4,5,4,3,1,1,1,2,1,0,-1,-1,-2,-3,-7,-10,-12,-13,-11,-9
4122,636686.0,5937293.6845389195,-2.81,0.0,0,2,1,-1,-3,-6,-8,-9,-9,-9,-9,-8,-7,-6,-6,-4,-3,-2,-2,-3,-4,-4,-2,1,4,5,5,5,4,4,4,4,5,4,3,1,1,1,2,1,0,-1,-1,-2,-3,-7,-10,-12,-13,-11,-9,-7,-7,-7,-8,-8,-6,-4,-2,-2,-4,-7,-9,-10,-10,-9,-9,-11,-14,-15,-13,-9,-4,-2,-2,-3,-4,-4,-3,-3,-4,-4,-5,-6,-7,-9,-11,7,8,8,7,5,3,1,2,3,5,6,7,8,8
4123,632561.0,5937318.6845389195,2.72,0.0,0,-7,-7,-7,-8,-8,-6,-4,-2,-2,-4,-7,-9,-10,-10,-9,-9,-11,-14,-15,-13,-9,-4,-2,-2,-3,-4,-4,-3,-3,-4,-4,-5,-6,-7,-9,-11,7,8,8,7,5,3,1,2,3,5,6,7,8,8,7,6,5,4,4,6,9,11,13,13,12,10,8,6,5,5,5,5,7,9,12,15,16,16,14,12,10,9,8,8,8,7,7,7,7,8,9,9,9,8,8,8,8,10,11,12,11,8,6,5
4124,630291.0,5937336.68453892,3.85,0.0,0,7,6,5,4,4,6,9,11,13,13,12,10,8,6,5,5,5,5,7,9,12,15,16,16,14,12,10,9,8,8,8,7,7,7,7,8,9,9,9,8,8,8,8,10,11,12,11,8,6,5,6,7,8,8,6,3,1,0,0,0,2,6,10,15,17,15,11,5,-2,-8,-11,-13,-12,-10,-8,-7,-7,-8,-9,-10,-10,-8,-6,-3,-1,0,-1,-2,-3,-2,-1,0,-1,-3,-5,-7,-6,-4,-2,-1
